.	NZ_CP013055	NZ_CP016784	NZ_CP023320	NZ_CP010577	NZ_CP012722	NZ_CP024647	NZ_CP025001	NZ_CP018184	NZ_CP020375	NZ_CP020367	NZ_CP011937	NZ_CP017676	NZ_CP021889	NC_022081	NZ_CP012330	NZ_CP019626	NZ_CP011101	NC_020507	NZ_CP020814	NZ_CP022531	NZ_CP017070	NC_016779	NZ_CP011974	NZ_CP009325	NZ_CP009968	NZ_CP009920	NZ_CP013950	NZ_CP015222	NZ_CP007626	NC_020410	NC_012472	NZ_AP012496	NZ_CP014781	NZ_CP019230	NZ_CP007512	NZ_CP004858	NZ_CP010556	NZ_CP013274	NZ_CP018100	NZ_CP026610	NZ_CP010314	NZ_CP007409	NZ_CP021669	NZ_CP020002	NC_017191	NZ_CP008855	NZ_CP009605	NZ_CP009902	NC_022873	NZ_CP023179	NZ_CP015443	NZ_CP020722	NZ_CP011153	NZ_CP014794	NZ_CP015779	NZ_CP022874	NZ_CP012475	NZ_CP021338	NC_014171	NZ_CP007173	NZ_CP023431	NZ_CP015226	NZ_CP018874	NC_018520	NZ_CP015975	NC_022524	NZ_CP017763	NZ_CP016894	NZ_CP020352	NC_016047	NZ_CP012482	NZ_CP008846	NZ_CP009679	NZ_CP011007	NC_011725	NC_016784	NZ_CP016020	NZ_CP014840	NZ_CP007666	NZ_CP025122	NZ_CP009300	NZ_CP018935	NZ_CP012727	NC_014335	NC_017195	NC_011773	NZ_CP026678	NZ_CP018249	NZ_CP010524	NC_018877	NZ_CP013654	NC_000964	NZ_CP023666	NZ_CP022345	NZ_CP012720	NZ_CP011347	NZ_CP022654	NZ_CP014486	NZ_CP017888	NZ_CP014793	NZ_CP009700	NZ_CP022983	NZ_CP020102	NZ_CP021892	NZ_CP022477	NC_022530	NZ_CP006058	NC_017743	NZ_CP019985	NC_017190	NZ_CP009315	NZ_CP022556	NZ_CP018133	NZ_CP011346	NC_014551	NZ_CP007739	NZ_CP015350	NC_020238	NZ_CP021499	NZ_CP018197	NZ_CP018866	NC_022781	NZ_CP018574	NZ_CP018173	NC_014103	NZ_CP020023	NZ_CP021921	NZ_CP014795	NZ_CP023665	NZ_CP021677	NZ_CP018200	NZ_AP014928	NZ_CP015611	NZ_CP026673	NC_014479	NZ_CP021505	NC_017188	NZ_CP007618	NZ_CP009590	NZ_CP015176	NC_020832	NZ_CP015150	NZ_CP008698	NC_019896	NC_008600	NZ_CP018903	NZ_CP017060	NZ_CP012691	NZ_CP017775	NZ_CP024897	NZ_CP025941	NZ_CP012729	NC_013791	NZ_CP009641	NZ_CP007800	NZ_CP025258	NZ_CP015375	NZ_CP022319	NZ_CP001970	NC_016023	NZ_CP014166	NC_010184	NC_003909	NC_018500	NZ_CP021011	NC_006274	NZ_CP020880	NZ_CP010075	NC_018693	NZ_CP017953	NZ_CP014179	NZ_CP009341	NZ_CP012728	NC_021362	NZ_CP019040	NZ_CP022287	NZ_CP012519	NC_017208	NZ_CP007165	NZ_CP006960	NZ_CP024203	NZ_CP011008	NZ_CP011155	NC_020376	NZ_CP011534	NZ_CP014783	NZ_CP022890	NC_023073	NZ_CP018295	NC_018491	NZ_CP011939	NZ_CP010406	NZ_CP016767	NZ_CP009981	NZ_CP017747	NZ_CP010525	NZ_CP009331	NZ_CP010014	NC_015634	NZ_CP012726	NZ_CP020893	NZ_CP021500	NZ_CP022341	NC_018508	NZ_CP025341	NC_017138	NZ_CP010088	NZ_CP005997	NZ_CP017314	NC_017061	NC_006582	NZ_CP010997	NZ_CP007242	NC_017200	NZ_CP014842	NZ_CP009686	NZ_CP004870	NZ_CP009628	NZ_CP009544	NZ_CP006890	NZ_CP009749	NZ_CP017786	NZ_CP006742	NZ_CP010586	NZ_CP018933	NZ_CP009328	NZ_CP018007	NZ_CP011151	NZ_CP017234	NZ_CP021903	NZ_CP021169	NZ_CP015727	NZ_CP025939	NZ_CP009611	NZ_CP014282	NZ_CP017016	NC_011658	NC_021171	NZ_CP014990	NZ_CP021495	NZ_CP020437	NZ_CP021920	NC_014976	NC_017196	NZ_CP007436	NZ_CP021061	NZ_CP010052	NZ_CP015607	NZ_CP016913	NZ_CP016360	NZ_CP016371	NZ_CP009941	NZ_CP024797	NZ_CP009351	NC_004722	NC_022075	NC_020244	NC_019842	NZ_CP009746	NZ_CP009369	NZ_CP022044	NZ_CP009697	NZ_CP014471	NZ_CP010322	NC_014829	NZ_CP011349	NC_007530	NZ_CP017072	NZ_CP023481	NZ_CP026649	NZ_CP022891	NZ_CP022445	NZ_CP009796	NZ_CP017112	NC_016771	NZ_AP014833	NZ_CP015911	NC_009725	NZ_CP025308	NZ_CP016315	NZ_CP018931	NC_022898	NZ_CP009476	NC_014019	NZ_CP011252	NC_012659	NC_003997	NZ_CP010106	NZ_CP009108	NZ_CP001974	NZ_CP012099	NZ_CP011882	NZ_CP020743	NZ_CP011115	NZ_CP009709	NZ_CP023729	NZ_CP012725	NC_009848	NZ_CP026533	NZ_CP011278	NZ_AP013294	NZ_CP017247	NZ_AP014864	NZ_CP010792	NZ_CP012329	NC_022653	NZ_CP016395	NZ_CP020723	NZ_CP015250	NZ_CP024035	NZ_CP021507	NZ_CP009596	NC_002570	NZ_CP012723	NZ_CP009598	NZ_CP014700	NZ_CP010089	NZ_CP009692	NZ_CP011686	NZ_CP010852	NC_006322	NZ_CP009600	NZ_CP019588	NZ_CP007244	NC_005945	NZ_CP017080	NC_011969	NZ_CP009541	NZ_CP015004	NZ_CP015589	NZ_CP012730	NZ_CP003923	NZ_CP020383	NZ_CP020805	NZ_CP013984	NZ_CP016588	NZ_CP007607	NZ_CP009720	NZ_CP009938	NC_020272	NZ_CP013727	NZ_CP012724	NZ_CP021498	NZ_CP010005	NC_014639	NC_017729	NC_006270	NZ_CP009318	NZ_CP012502	NZ_CP012483	NZ_CP009335	NZ_CP023859	NZ_CP016790	NC_009674	NZ_CP017704	NC_012581	NZ_CP016852	NZ_CP012721	NZ_CP023748	NZ_CP017577	NZ_CP010053	NC_011772	NZ_CP021911	NZ_CP022653	NZ_CP024204	NZ_CP023001	NC_017912	NZ_CP018152	NZ_CP010778	NC_005957	NZ_CP015610	NZ_CP023257	NZ_CP009464	NZ_CP023168	NZ_CP021976	NZ_CP009748	NZ_CP011150	NZ_CP012024	NZ_CP015506
NZ_CP012099																																																																																																																																				0.23868															0.0185395																	0.0284013																																								0.0271733																																																																																	0.246785						0																																																																																								
NZ_CP011882	0.246515						0.141119			0.0107876		0.0130156			0.190549		0.00820956		0.23868											0.138516					0.246247				0.188355		0.00365691				0.143623	0.226822		0.246515	0.243686													0.228469				0.235283				0.0577639		0.245719			0.245719							0.244183	0.245719	0.245198				0.183182	0.175908	0.244941	0.0149139	0.00369092			0.245719		0.142866	0.245198				0.233083			0.183752		0.138684						0.138694													0.014431	0.011323					0.190033										0.246515		0.00983138	0.244687		0.244687		0.140497	0.13846		0.245719									0.00354308		0.243686	0.244687								0.245719	0.245719			0.015076					0.136616	0.238261								0.244434			0.0599733				0.245458		0.239319					0.242716			0.245198					0.190882	0.140597		0.183296			0.245198						0.229403			0.13892						0.139771	0.140577					0.142546	0.138939			0.0103499												0.245719						0.245719						0.245719	0.00948573				0.245458							0.140309				0.245719		0.14392				0.189847		0.244687	0								0.142084	0.240412	0.183828									0.0144059								0.140887				0.245719									0.239534					0.246515				0.142346	0.245719			0.135973					0.245198			0.226101	0.235473				0.245719		0.245719					0.190266	0.245719	0.140191		0.135973	0.245198				0.174817					
NZ_CP020743	0.0794614	0.247057	0.245198			0.245982	0.245982		0.243934	0.243686		0.243198	0.242956		0.244434		0.243934		0.252719		0.242956				0.0812712					0.244941		0.242956		0.0795755	0.079485	0.0797349			0.242716		0.243198				0.246785	0.243934	0.0807879	0.081221	0.0796132						0.0811916		0.262545		0.0795643			0.237643		0.243441	0.242956	0.248169	0.241544		0.247608	0.243441	0.244434	0.0811563	0.246515		0.0799332	0.245719	0.240635					0.080384	0.0812122	0.0808709	0.242242	0.0811269	0.0784913	0.24874	0.247888	0.0783759	0.242956	0.243198		0.0794267	0.0811916	0.244687	0.245198	0.0797601	0.256518	0.248453	0.0812092	0.243198		0.241314	0.249616	0.245982	0.245458	0.245198	0.264834		0.0811916		0.246515									0.070068			0.237237	0.241544	0.243934	0.248169				0.245719				0.244687			0.0799954	0.0775455	0.242956	0.0793879		0.243441	0.0803525	0.081196	0.0782516		0.245198	0.246515	0.244434	0.0812122		0.0805521		0.245719	0.243198	0.244941	0.0811842		0.243441	0.0178626	0.0810154	0.0785572	0.243441						0.0811798	0.0812255	0.0812122			0.242956		0.078459	0.245198		0.243934	0.222208	0.0796439							0.0805003	0.255793		0.244687		0.245982		0.081221	0.243441	0.255437	0.0812122	0.243934	0.243198		0.0774259	0.245982		0.0804989	0.243198	0.243198		0.263441	0.244434	0.245719	0.0812609	0.249029		0.0796859	0.0803296	0.0811783		0.245719		0.0812196	0.237237	0.0803897		0.243934	0.0783237			0.242956	0.0794225	0.245982	0.245719	0.0793228	0.0807401		0.241314	0.244687	0.243934			0.243686	0.243198	0.244183	0.0797167	0.243198	0.244434							0.0803053		0.243198				0.0811916				0.260825		0.0811842	0.242956	0.245719	0.256518	0.241314	0.0793574		0.243441			0.245198	0.244941	0.245719				0.0812004		0.246515		0.0811901		0.244183	0.0811872	0.0777388	0.243198	0		0.254049	0.249029			0.245719	0.245719	0.259191	0.247057			0.244434		0.245719		0.0794947		0.241314	0.0807909				0.246515	0.0797461		0.245719	0.081221		0.0803525	0.0811989	0.245198	0.0811901	0.244183		0.0811945			0.0811916	0.263441		0.246247	0.244687		0.0794836				0.245719	0.0812122	0.242956	0.0794614	0.227411	0.0812078	0.249029		0.259191	0.0785383			0.232906	0.136766	0.242008	0.0812107	0.243198	0.0811916	0.245198	0.0797377		0.0773897			0.244183	0.0811768	0.245719		0.227411	0.0805075			0.0811768	0.246247			0.244687	0.244941	0.243441
NZ_CP011115	0.246515	0.192499	0.14222	0.243934	0.245982	0.139665	0.141342	0.0148987	0.139617	0.0112516	0.139626	0.0132197	0.0131022	0.140448	0.190834	0.138948	0.00850306	8.16439e-06	0.238892	0.138957	0.0099717	0.245198	0.229881	0.245982	0.243934	0.228011	0.140122	0.0149533	0.243198	0.138986	0.245198	0.0013322	0.180931	0.245719	0.246515	0.246515	0.14261	0.247057	0.18907	0.138976	0.000138042	0.0106928	0.183523	0.243934	0.14222	0.227263	0.245458	0.246785	0.243686	0.245458	0.138788	0.0148989	0.243686	0.184488	0.245982	0.181142	0.239319	0.14243	0.245458	0.0153461	0.139752	0.228777	0.228469	0.000448828	0.00142682	0.236441	0.0148977	0.010812	0.179827	0.0582437	0.190834	0.245982	0.139781	0.192751	0.245719	0.143448	0.222976		0.245982	0.245458	0.245198	0.244434	0.245982	0.245458	0.0173098	0.245458	0.244434	0.181142	0.175938	0.244941	0.0153352	1.6755e-05	0.176179	0.245982	0.245982	0.141048	0.142546	0.245458	0.23744	0.168518	0.245982	0.233439	1.60442e-05	0.0149831	0.181892	0.139252	0.13929	0.0400679	0.241086	0.14169	0.246247	0.142769	0.139424	0.142241	0.144097	0.226969	0.243934	0.246515	0.0130973	0.19146	0.234164	0.244687	0.190691	0.0579681	0.228163	0.014901	0.0118347	0.183828	0.173818	0.184137	0.139607	0.190596	0.191266	0.18164	0.0615579	0.143634	0.142231	0.245982	0.245458	0.243934	0.0154344	0.246515	0.000172469	0.0105354	0.244941	0.245982	0.244687	0.245458	0.141139	0.139128	0.0361364	0.245982	0.239319	0.245198	0.000151217	0.13981	2.1473e-05	0.191073	0.245982	0.236837	0.0010941	0.243441	0.243934	0.244941	0.14123	0.243934	0.231191	0.190977	0.244941	0.142462	0.245982	0.245982	0.245982	0.18034	0.142032	0.0154949	0.245982	0.245982	0.143601	0.139568	0.137228	0.23847	0.246247	0.245982	0.0152872	0.14025	0.0143653	0.142759		0.244941	0.23744	0.139271	0.0603705	0.245982	0.140977	0.238261	0.245719	0.0107311	0.23868	0.245982	0.139607	0.135132	0.139491	0.242478	0.143015	0.228777	0.245458	0.0036856	0.0142425	0.140005	0.24086	0.191509	0.140907	0.243934	0.183485	0.245719	0.246785	0.245458	0.245982	0.140917	0.141281	0.190502	0.245982	0.229403	0.244434	0.245719	0.139559	0.243686	0.245719	0.0107403	0.0121752	0.245982	0.139733	0.1412	0.245458	0.244687	0.245458	0.236638	0.14322	0.139617	0.244687	0.18292	0.0107748	0.0148636	0.190834	0.246515	1.70134e-05	0.190173	0.142663	0.245719	0.139626	0.245719	0.139271	0.242242	0.245719	0.140696	0.0156196	0.140716	0.238054	0.245458	0.245982	0.245982	0.0149029	0.246785	0.253047	0.246515	0.245982	0.00996206	0.182402	0.235283	0.0149458	0.245719	0.0111551	0.00772356	0.245458	0.246247	0.139665	0.139723	0.140074	0.246247	0.244434	0.000965379	0.245982	0.228777	0.143897	0.245982	0.246247	0.245719	0.190502	0.245982	0.244941	0.00368378	0.243198	0	0.23605	0.183599	0.245982	0.192349	0.140666	0.142546	0.24086	0.18437	0.245982	0.245982	0.190834	0.139675	0.142483	0.245458	0.244687	0.230042	0.014943	0.245458	0.239534	0.245982	0.245982	0.142983	0.246515	0.243441	0.141149	0.245982	0.183561	0.244941	0.245982	0.140468	0.245982	0.237237	0.245458	0.245982	0.000103431	0.245719	0.245982	0.24086	0.246247	0.14169	0.0596499	0.246515	0.246515	0.245198	0.139995	0.142855	0.142812	0.245982	0.0131083	0.246515	0.134526	0.245982	0.183561	0.245198	0.247608	0.245198	0.245458	0.139204	0.225817	0.23605	0.237848	0.245982	2.62578e-05	0.245982	0.141139	0.245719	0.000450442	0.243686	0.0400238	0.134044	0.190691	0.245982	0.140025	0.142578	0.134526	0.245458	0.191266	0.0133753	0.245982	0.174875	0.142919	0.142293	0.190786	0.229881	0.234905
NZ_CP009709	0.255437	0.23744	0.234533			0.233439	0.234718		0.232731	0.23605		0.235664	0.235664		0.23744		0.236441		0.249321		0.235473				0.254049					0.232906		0.23605		0.254736	0.254736	0.255793			0.237037		0.23605				0.2338	0.230204	0.254391	0.252395	0.255084						0.253712		0.247331		0.254391			0.242242		0.23605	0.235093	0.23744	0.235093		0.236441	0.236638	0.23744	0.253377	0.235664		0.254391	0.234533	0.241544					0.253712	0.253712	0.254049	0.234718	0.254391	0.253712	0.235664	0.236245	0.254049	0.23605	0.23605		0.253712	0.253712	0.233083	0.234533	0.253712	0.0384269	0.236245	0.252719	0.239319		0.234905	0.23605	0.234164	0.233981	0.236245	0.248169		0.253712		0.23605									0.252074			0.241775	0.235093	0.236638	0.235473				0.237237				0.2338			0.254049	0.253712	0.236837	0.254391		0.236441	0.254391	0.252719	0.252395		0.235473	0.234718	0.235283	0.253712		0.254049		0.234533	0.23605	0.236638	0.253712		0.23605	0.254391	0.254049	0.255793	0.234164						0.253712	0.253712	0.253712			0.23605		0.253712	0.235093		0.233439	0.242008	0.254391							0.253377	0.0452542		0.236245		0.234533		0.252395	0.235857	0.0129745	0.253712	0.232731	0.234905		0.254049	0.234718		0.254049	0.237037	0.234533		0.247608	0.237643	0.235093	0.254049	0.235664		0.254736	0.253712	0.253377		0.234348		0.253712	0.242956	0.252719		0.232731	0.254736			0.236441	0.254736	0.234348	0.233981	0.253712	0.253377		0.239534	0.233083	0.232731			0.237037	0.235093	0.236837	0.253712	0.23605	0.237643							0.254391		0.236638				0.253712				0.256153		0.253712	0.235473	0.235473	0.0424566	0.235473	0.254049		0.235857			0.2338	0.233083	0.234533				0.253712		0.234164		0.253712		0.236837	0.253712	0.252719	0.236638			0	0.235857			0.234905	0.233261	0.245982	0.235857			0.23744		0.234348		0.253712		0.234718	0.254049				0.234533	0.254736		0.234164	0.253712		0.254391	0.253712	0.233619	0.253712	0.241775		0.253712			0.253712	0.255084		0.234533	0.236837		0.254736				0.234348	0.253712	0.235664	0.255437	0.235283	0.253712	0.235473		0.255437	0.253712			0.237643	0.246247	0.244183	0.253712	0.23605	0.253712	0.233981	0.254736		0.253712			0.236441	0.253712	0.235093		0.235283	0.254391			0.253712	0.236245			0.236837	0.194043	0.239752
NZ_CP023729	0.247057	0.196909				0.184645	0.16744		0.18379	0.181568		0.182586	0.173593		0.197257		0.183296		0.229403		0.182439				0.245719					0.184098		0.182734		0.247331	0.247331	0.247057			0.197083		0.183485				0.185001	0.225535	0.246785	0.246247	0.247331						0.246247		0.238054		0.247331			0.232382		0.183523	0.182182	0.236441	0.173399		0.0458613	0.178016	0.197257	0.246247			0.246785	0.185402	0.226244					0.246785	0.246247	0.246515	0.181354	0.246785	0.247331	0.00224589	0.0464392	0.247608	0.180513	0.183599		0.247331	0.246247	0.184292	0.186177	0.246785	0.23605	0.00357938	0.246247	0.234718		0.159302	0.00292681	0.185081	0.185001	0.183447	0.237037		0.246247		0.186676									0.247608			0.233083	0.17351	0.181426	0.00321501				0.196395				0.169633			0.247331	0.247608	0.181177	0.247057		0.182146	0.246515	0.246247	0.247331		0.164618	0.186301	0.182734	0.246247		0.246515			0.183599	0.196737	0.246247		0.182995	0.249029	0.245982	0.248453	0.185361						0.246247	0.246247	0.246247			0.180651		0.247888	0.18593		0.185201	0.23868	0.247608							0.245982	0.235664		0.181213		0.185361		0.245982	0.182734	0.238054	0.246247	0.18379	0.18034		0.247057	0.185321		0.246785	0.183296	0.169683		0.239104	0.197432	0.184527	0.245458	0.00233882		0.247331	0.247057	0.246247		0.184645		0.246247	0.234164	0.246785		0.18379	0.247331			0.182073	0.247331	0.187226	0.184566	0.246785	0.246785		0.23605	0.185402	0.18379			0.183258	0.173371	0.196508	0.24874	0.183599	0.172985							0.247331		0.180931				0.245719				0.252074		0.246247	0.182439	0.123167	0.235664		0.247331		0.181784				0.184098	0.18593				0.245719		0.184605		0.246247		0.196225	0.246247	0.248169	0.183182				0			0.169732	0.185442	0.244434	0.00343429			0.197315		0.185644		0.247888		0.16056	0.246785				0.185604	0.247331		0.184803	0.246247		0.246515	0.246247		0.246247	0.237643		0.246247			0.246247	0.242956		0.184449			0.247057				0.185001	0.246247	0.173649	0.247057	0.183905	0.246247	0.00272848		0.245198	0.248453			0.224433	0.235283	0.239319	0.246247	0.183599	0.246247	0.184684	0.247331		0.246515			0.196565	0.246247	0.185848		0.183905	0.246785			0.246247	0.0458646				0.230042	0.233981
NZ_CP012725	0.0644172	0.245719	0.246247			0.245982	0.247057		0.244941	0.245982		0.245458	0.245982	0.244941	0.242242		0.245719		0.250516	0.245982	0.246247				0.018729	0.235283		0.245982	0.123502	0.246247		0.245458		0.063362	0.062852	0.0645215			0.23847	0.246785	0.245982			0.0661904	0.247331	0.245458	0.00903654	0.000682673	0.0648475	0.0349653					4.07221e-05	0.245982	0.263899		0.0615586	0.245458	0.245982	0.235664		0.245982	0.245198	0.244941	0.245719		0.246785	0.245719	0.242242	0.000380256	0.246515		0.0626288	0.246515	0.241544			0.0136823		0.00871663	6.12921e-07	0.0142163	0.244941	0.00900914	0.0637086	0.245982	0.246515	0.0636619	0.245458	0.245982		0.0630645	5.8403e-06	0.245198	0.246515	0.0617239	0.256518	0.245458	0.000434616	0.24086		0.245982	0.246247	0.246247	0.246785	0.245719	0.264363		0.000116531	0.245982	0.246247	0.246515				0.0643661	0.245982			0.0697605			0.235473	0.245719	0.245982	0.245719			0.244941	0.240635				0.245982			0.0402521	0.0652112	0.245458	0.0643512		0.246247	0.0162009	0.000347663	0.0638604		0.246515	0.246785	0.244941	8.71003e-07		0.0167339		0.245982	0.245982	0.241544	3.70638e-05		0.245982	0.0789532	0.0437665	0.0660299	0.245458						4.80102e-05	0.000123773	1.87113e-06	0.246785		0.245458		0.0636997	0.246515		0.244941	0.233619	0.0593508		0.245458					0.0420526	0.255793		0.245719		0.246515	0.256518	0.000163557	0.246515	0.255437	1.45171e-06	0.244941	0.244687		0.0655367	0.246247	0.238054	0.0139954	0.245719	0.245982		0.264363	0.243198	0.246247	0.0371687	0.246247		0.0646278	0.0365148	0.000139741		0.245982		0.000427701	0.236245	0.00871734		0.244687	0.0634944	0.0617734		0.245198	0.0630268	0.245982	0.246247	0.060948	0.0357727		0.241775	0.245982	0.244941		0.245198	0.245719	0.245719	0.242478	0.0645987	0.245982	0.239752					0.246515	0.0655204	0.0621334	0.246247	0.245719				8.9392e-06	0.000359128	0.245719	0.000150432	0.257259		4.53859e-05	0.246247	0.245458	0.256518	0.245982	0.0619816		0.246247	0.0360962		0.245982	0.245198	0.246247				0.000211479		0.246785		5.04082e-05	0.0631923	0.243198	4.33776e-05	0.0649323	0.245719	0.0812137		0.253712	0.246247	0	0.244183	0.246247	0.245719	0.258405	0.245719		7.50676e-05	0.242242		0.246247	0.0134474	0.0640537		0.245982	0.0090368			0.000115553	0.246785	0.0644131		0.246247	0.000193894	0.246247	0.0162014	2.8651e-05	0.245982	9.42348e-06	0.242242		2.05034e-05			1.06504e-05	0.264834		0.246785	0.245719		0.0644511			0.246247	0.245982	9.35525e-07	0.245982	0.0644197	0.233439	0.000177715	0.246247	0.0164706	0.261673	0.0630181			0.224979	0.135023	0.244687	0.000151741	0.245982	5.87257e-06	0.245982	0.061505	0.246247	0.0650824		0.243934	0.242008	5.45898e-05	0.245982		0.233439	0.0139921			0.000139349	0.246515			0.24086	0.245719	0.244183
NC_009848	0.247057	0.0448752	0.194468			0.193885	0.194096		0.193365	0.191705		0.191363	0.19117	0.19321	0.0785478		0.191803		0.234533	0.19352	0.19146				0.242478	0.230042				0.192802		0.191412		0.244434	0.244434	0.247057			0.0692509	0.194736	0.192299				0.194629	0.225535	0.243686	0.244687	0.245198						0.244183	0.197608	0.239752		0.245458	0.191754		0.229562		0.192199	0.190739	0.234164	0.190786		0.198263	0.191073	0.0785478	0.244183	0.194468		0.245198	0.194308	0.222847					0.242008	0.244183	0.242956	0.191122	0.243441	0.244687	0.19755	0.198809	0.237037	0.19146	0.192449		0.243934	0.244183	0.193676	0.19479	0.244941	0.237643	0.198143	0.244183	0.231866		0.190834	0.198383	0.194844	0.193417	0.191315	0.241314		0.244183	0.193885	0.194202	0.19479				0.246785	0.191025			0.236837			0.229562	0.190786	0.192299	0.197786			0.193365	0.0783077				0.194629			0.236638	0.245719	0.192449	0.246785		0.191558	0.243441	0.244183	0.237848		0.194682	0.193885	0.191607	0.244183		0.243686		0.193676	0.192349	0.078051	0.244183		0.191607	0.23605	0.236837	0.245982	0.194255						0.244183	0.244183	0.244183			0.191705		0.23744	0.194575		0.194736	0.233619	0.245982							0.242478	0.236638		0.192		0.194361	0.23868	0.243934	0.192099	0.240412	0.244183	0.193365	0.190173		0.239104	0.194202		0.243198	0.192	0.190739		0.24086	0.0777965	0.193624	0.242008	0.197374		0.247057	0.236638	0.244183		0.194043		0.244183	0.229721	0.242008		0.193262	0.244687			0.190691	0.243934	0.194898	0.193468	0.244687	0.242716		0.231696	0.193728	0.193365		0.200439	0.191951	0.190786	0.0787003	0.238054	0.192449	0.0703219					0.193676		0.245719		0.192				0.244183	0.244183		0.244434	0.25113		0.244183	0.19146	0.20122	0.236837	0.19117	0.245458		0.192449			0.193728	0.192904	0.19479				0.243686		0.193624		0.244434	0.244941	0.0785128	0.244183	0.23744	0.191705	0.244434		0.237037	0.197491		0	0.194308	0.193468	0.239319	0.198023		0.244183	0.0785639		0.194308		0.244687		0.19117	0.243686				0.194149	0.246785		0.193728	0.243934		0.243441	0.244183	0.193262	0.244183	0.234164		0.244183			0.244183	0.238054		0.193624	0.191852		0.246785			0.193991	0.194096	0.244183	0.191025	0.247057	0.191025	0.244183	0.197845	0.243441	0.243934	0.244687			0.224029	0.235857	0.234718	0.244183	0.192449	0.244183	0.193991	0.245719	0.192399	0.244687		0.190407	0.0788673	0.244183	0.195007		0.190977	0.243198			0.244183	0.19887			0.0782116	0.230858	0.235283
NZ_CP026533	0.246515						0.0449928			0.140113		0.140369			0.19352		0.14168		0.239534											0.0189797					0.246247				0.194149		0.140607				0.0508269	0.229881		0.245719	0.247057										0.245982			0.231191				0.235473				0.143404	0.19352	0.245458			0.246247							0.246515	0.246247	0.246785			0.246515	0.17255	0.175699	0.246247	0.139801	0.140706			0.246247		0.018212	0.245982				0.234533			0.178794		0.0183555				0.246515		0.0126866													0.136898	0.141403					0.193624										0.246515		0.140478	0.246785		0.245198		0.00991224	0.0129554		0.246247									0.141068		0.245719	0.245982								0.246247	0.246247			0.139966			0.0218031		0.0193565	0.239752								0.246515			0.141271				0.245198		0.238054					0.244687			0.247057				0.239104	0.191656	0.018507		0.170943			0.246515						0.232382			0.0189826				0.140359		0.013727	0.0185822					0.0196539	0.0189193			0.141464												0.246247						0.245719				0.253047		0.246247	0.140537				0.246247							0.0135024				0.245719		0.0513587				0.1926		0.247057	0.140776							0	0.0211915	0.242242	0.16358					0.0213024		0.246247		0.136511								0.0187091			0.246785	0.246247									0.242478		0.0186537			0.246515				0.0212926	0.246247			0.147766				0.246247	0.246785			0.229089	0.234718			0.140706	0.246247		0.246247					0.193108	0.246247	0.0133768		0.147754	0.247057				0.173874					
NZ_CP011278																																													0.0518654																	0.230366																											0.184645		0.141732				0.245719																																					0.1926															0.245719																	0.246515								0.245719				0.14198																												0.244687			0.246247								0.185361																																																																						0.0503889						0.245458									0											0.140957																					0.241775																																			0.0207458												
NZ_AP013294	0.258796						0.242242					0.23997			0.23997		0.24019		0.253712																										0.241314	0.238892		0.258405														0.246247				0.241544				0.241314		0.258405										0.258405							0.245719		0.239534	0.24086			0.258405		0.242008								0.244941								0.241775														0.24019					0.23997												0.239752			0.258796														0.23997			0.260825								0.258405	0.258405			0.239534					0.242242	0.248169																						0.259592			0.258405					0.23997			0.243441			0.258405						0.247331			0.241086						0.244183	0.241544					0.241086	0.241086			0.241086												0.259592												0.258405	0.240412				0.258796											0.258405		0.241086				0.239752		0.259191									0.24086	0										0.2338								0.241314				0.258405									0.258018					0.259592				0.241086	0.258405			0.24019								0.238892	0.251442						0.259191					0.23997	0.258405	0.242716		0.24019					0.246247					
NZ_CP017247	0.23997						0.186467					0.18322			0.197904		0.184021		0.240635																0.240635										0.185482	0.225959		0.245719	0.245719													0.233083				0.23744				0.178467		0.245719			0.246247							0.246247							0.0464701	0.245719	0.180756	0.18437			0.245719		0.185807	0.244687							0.00362488								0.187226														0.181856					0.197257										0.239752		0.182771	0.245982		0.245982					0.245719									0.183637		0.244434	0.247057								0.245719	0.245719			0.180686					0.185482	0.23868								0.245719														0.246785			0.238892					0.198143			0.00315505			0.24086						0.234348			0.184215						0.187354	0.185081					0.186094	0.184215			0.183982												0.245198						0.245719						0.245719	0.18322				0.245198											0.245719		0.185041				0.197141		0.245458									0.186012	0.245458	0									0.170661								0.185121				0.245719									0.242008					0.239752				0.185644	0.245719			0.184292					0.246515			0.230204	0.235473				0.245719		0.246785					0.197257	0.245719	0.186467		0.184253	0.238892				0.0458055					
